DATES,SPX Index,LYB UN Equity,AXP UN Equity,VZ UN Equity,TPL UN Equity,AVGO UW Equity,BA UN Equity,SOLV UN Equity,CAT UN Equity,JPM UN Equity,CVX UN Equity,KO UN Equity,ABBV UN Equity,DIS UN Equity,CPAY UN Equity,EXR UN Equity,XOM UN Equity,PSX UN Equity,GE UN Equity,HPQ UN Equity,HD UN Equity,MPWR UW Equity,IBM UN Equity,JNJ UN Equity,LULU UW Equity,MCD UN Equity,MRK UN Equity,MMM UN Equity,AWK UN Equity,BAC UN Equity,PFE UN Equity,PG UN Equity,T UN Equity,TRV UN Equity,RTX UN Equity,ADI UW Equity,WMT UN Equity,CSCO UW Equity,INTC UW Equity,GM UN Equity,MSFT UW Equity,DG UN Equity,CI UN Equity,KMI UN Equity,C UN Equity,AIG UN Equity,MO UN Equity,HCA UN Equity,IP UN Equity,HPE UN Equity,ABT UN Equity,AFL UN Equity,APD UN Equity,SMCI UW Equity,RCL UN Equity,HES UN Equity,LII UN Equity,ADM UN Equity,ADP UW Equity,VRSK UW Equity,AZO UN Equity,LIN UW Equity,AVY UN Equity,ENPH UQ Equity,MSCI UN Equity,BALL UN Equity,AXON UW Equity,DAY UN Equity,CARR UN Equity,BK UN Equity,OTIS UN Equity,BAX UN Equity,BDX UN Equity,BRK/B UN Equity,BBY UN Equity,BSX UN Equity,BMY UN Equity,BF/B UN Equity,CTRA UN Equity,HLT UN Equity,CCL UN Equity,BLDR UN Equity,UDR UN Equity,CLX UN Equity,PAYC UN Equity,CMS UN Equity,CL UN Equity,EPAM UN Equity,CAG UN Equity,ABNB UW Equity,ED UN Equity,GLW UN Equity,GDDY UN Equity,CMI UN Equity,CZR UW Equity,DHR UN Equity,TGT UN Equity,WSM UN Equity,DE UN Equity,D UN Equity,DOV UN Equity,LNT UW Equity,STLD UW Equity,DUK UN Equity,REG UW Equity,ETN UN Equity,ECL UN Equity,RVTY UN Equity,DELL UN Equity,EMR UN Equity,EOG UN Equity,AON UN Equity,ETR UN Equity,EFX UN Equity,EQT UN Equity,IQV UN Equity,IT UN Equity,FDX UN Equity,BRO UN Equity,F UN Equity,NEE UN Equity,BEN UN Equity,GRMN UN Equity,FCX UN Equity,EXE UW Equity,DXCM UW Equity,GD UN Equity,GIS UN Equity,GPC UN Equity,ATO UN Equity,GWW UN Equity,HAL UN Equity,LHX UN Equity,DOC UN Equity,PODD UW Equity,FTV UN Equity,HSY UN Equity,SYF UN Equity,HRL UN Equity,AJG UN Equity,MDLZ UW Equity,CNP UN Equity,HUM UN Equity,WTW UW Equity,ITW UN Equity,CDW UW Equity,TT UN Equity,IPG UN Equity,IFF UN Equity,GNRC UN Equity,NXPI UW Equity,K UN Equity,BR UN Equity,KIM UN Equity,ORCL UN Equity,KR UN Equity,LEN UN Equity,LLY UN Equity,CHTR UW Equity,L UN Equity,LOW UN Equity,HUBB UN Equity,IEX UN Equity,MMC UN Equity,MAS UN Equity,SPGI UN Equity,MDT UN Equity,VTRS UW Equity,CVS UN Equity,DD UN Equity,MU UW Equity,MSI UN Equity,CBOE UF Equity,NEM UN Equity,NKE UN Equity,NI UN Equity,NSC UN Equity,PFG UW Equity,ES UN Equity,NOC UN Equity,WFC UN Equity,NUE UN Equity,OXY UN Equity,OMC UN Equity,OKE UN Equity,RJF UN Equity,PCG UN Equity,PH UN Equity,ROL UN Equity,PPL UN Equity,APTV UN Equity,COP UN Equity,PHM UN Equity,PNW UN Equity,PNC UN Equity,PPG UN Equity,DASH UW Equity,PGR UN Equity,VLTO UN Equity,PEG UN Equity,COO UW Equity,EIX UN Equity,SLB UN Equity,SCHW UN Equity,SHW UN Equity,WST UN Equity,SJM UN Equity,SNA UN Equity,AME UN Equity,UBER UN Equity,SO UN Equity,TFC UN Equity,LUV UN Equity,WRB UN Equity,SWK UN Equity,PSA UN Equity,ANET UN Equity,SYY UN Equity,CTVA UN Equity,TXN UW Equity,TXT UN Equity,TMO UN Equity,TJX UN Equity,GL UN Equity,JCI UN Equity,ULTA UW Equity,UNP UN Equity,KEYS UN Equity,UNH UN Equity,BX UN Equity,VTR UN Equity,LH UN Equity,VMC UN Equity,WY UN Equity,WMB UN Equity,CEG UW Equity,WEC UN Equity,ADBE UW Equity,VST UN Equity,AES UN Equity,EXPD UN Equity,AMGN UW Equity,AAPL UW Equity,ADSK UW Equity,CTAS UW Equity,CMCSA UW Equity,TAP UN Equity,KLAC UW Equity,MAR UW Equity,FI UN Equity,MKC UN Equity,PCAR UW Equity,COST UW Equity,SYK UN Equity,TSN UN Equity,LW UN Equity,AMAT UW Equity,CAH UN Equity,CINF UW Equity,PARA UW Equity,DHI UN Equity,EA UW Equity,ERIE UW Equity,FICO UN Equity,FAST UW Equity,MTB UN Equity,XEL UW Equity,FITB UW Equity,GILD UW Equity,HAS UW Equity,HBAN UW Equity,WELL UN Equity,BIIB UW Equity,NTRS UW Equity,PKG UN Equity,PAYX UW Equity,QCOM UW Equity,ROST UW Equity,IDXX UW Equity,SBUX UW Equity,KEY UN Equity,FOXA UW Equity,FOX UW Equity,STT UN Equity,NCLH UN Equity,USB UN Equity,AOS UN Equity,GEN UW Equity,TROW UW Equity,WM UN Equity,STZ UN Equity,IVZ UN Equity,INTU UW Equity,MS UN Equity,MCHP UW Equity,CRWD UW Equity,CB UN Equity,HOLX UW Equity,CFG UN Equity,JBL UN Equity,ORLY UW Equity,ALL UN Equity,EQR UN Equity,KDP UW Equity,HST UW Equity,INCY UW Equity,SPG UN Equity,EMN UN Equity,AVB UN Equity,PRU UN Equity,UPS UN Equity,WBA UW Equity,STE UN Equity,MCK UN Equity,LMT UN Equity,COR UN Equity,COF UN Equity,CPB UW Equity,WAT UN Equity,NDSN UW Equity,DLTR UW Equity,DRI UN Equity,EVRG UW Equity,MTCH UW Equity,NVR UN Equity,NTAP UW Equity,ODFL UW Equity,DVA UN Equity,HIG UN Equity,IRM UN Equity,EL UN Equity,CDNS UW Equity,TYL UN Equity,UHS UN Equity,SWKS UW Equity,DGX UN Equity,ROK UN Equity,KHC UW Equity,AMT UN Equity,REGN UW Equity,AMZN UW Equity,JKHY UW Equity,RL UN Equity,BXP UN Equity,APH UN Equity,HWM UN Equity,VLO UN Equity,SNPS UW Equity,CHRW UW Equity,ACN UN Equity,TDG UN Equity,YUM UN Equity,PLD UN Equity,FE UN Equity,VRSN UW Equity,PWR UN Equity,HSIC UW Equity,AEE UN Equity,ANSS UW Equity,FDS UN Equity,NVDA UW Equity,CTSH UW Equity,ISRG UW Equity,TTWO UW Equity,RSG UN Equity,EBAY UW Equity,GS UN Equity,SBAC UW Equity,SRE UN Equity,MCO UN Equity,ON UW Equity,BKNG UW Equity,FFIV UW Equity,AKAM UW Equity,CRL UN Equity,MKTX UW Equity,DVN UN Equity,TECH UW Equity,GOOGL UW Equity,ALLE UN Equity,NFLX UW Equity,WBD UW Equity,A UN Equity,ELV UN Equity,TRMB UW Equity,CME UW Equity,JNPR UN Equity,DTE UN Equity,NDAQ UW Equity,PM UN Equity,CRM UN Equity,IR UN Equity,HII UN Equity,ROP UW Equity,MET UN Equity,TPR UN Equity,CSX UW Equity,EW UN Equity,AMP UN Equity,ZBRA UW Equity,ZBH UN Equity,CBRE UN Equity,CPT UN Equity,MA UN Equity,KMX UN Equity,ICE UN Equity,SW UN Equity,FIS UN Equity,CMG UN Equity,WYNN UW Equity,LYV UN Equity,AIZ UN Equity,NRG UN Equity,RF UN Equity,MNST UW Equity,MOS UN Equity,BKR UW Equity,EXPE UW Equity,KMB UW Equity,CF UN Equity,LDOS UN Equity,APA UW Equity,TKO UN Equity,GOOG UW Equity,FSLR UW Equity,V UN Equity,MAA UN Equity,XYL UN Equity,MPC UN Equity,AMD UW Equity,TSCO UW Equity,RMD UN Equity,MTD UN Equity,J UN Equity,CPRT UW Equity,VICI UN Equity,FTNT UW Equity,ALB UN Equity,MRNA UW Equity,ESS UN Equity,CSGP UW Equity,O UN Equity,PLTR UW Equity,WAB UN Equity,POOL UW Equity,WDC UW Equity,PEP UW Equity,TEL UN Equity,FANG UW Equity,PANW UW Equity,NOW UN Equity,CHD UN Equity,FRT UN Equity,MGM UN Equity,AEP UW Equity,INVH UN Equity,PTC UW Equity,JBHT UW Equity,LRCX UW Equity,MHK UN Equity,PNR UN Equity,GEHC UW Equity,VRTX UW Equity,AMCR UN Equity,META UW Equity,TMUS UW Equity,URI UN Equity,HON UW Equity,ARE UN Equity,DAL UN Equity,STX UW Equity,UAL UW Equity,NWS UW Equity,CNC UN Equity,MLM UN Equity,APO UN Equity,TER UW Equity,PYPL UW Equity,TSLA UW Equity,BLK UN Equity,ACGL UW Equity,KKR UN Equity,DOW UN Equity,EG UN Equity,TDY UN Equity,GEV UN Equity,DPZ UW Equity,NWSA UW Equity,EXC UW Equity,GPN UN Equity,CCI UN Equity,ALGN UW Equity,KVUE UN Equity,TRGP UN Equity,BG UN Equity,DECK UN Equity,LKQ UW Equity,WDAY UW Equity,ZTS UN Equity,COIN UW Equity,DLR UN Equity,EQIX UW Equity,LVS UN Equity,MOH UN Equity
12/31/2017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01/01/2018,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01/02/2018,2695.81,112.23,98.94,53.53,153.53,26.701,296.84,#N/A,157.04,107.95,127.58,45.54,98.41,111.8,193.87,85.68,85.03,101.75,86.04952511,21.32,188.03,116.31,147.334047,139.23,79.69,173.22,53.60723172,197.012713,89.08,29.9,34.54326156,90.65,29.08906704,131.98,75.59063966,90.28,32.86333333,38.86,46.85,41.8,85.95,94.06,202.56,18.8,74.36,59.5,70.74,89.51,56.59549576,14.61,58.79,43.985,165.51,2.145,120.38,47.85,207.13,40.09,115.99,95.83,736.54,#N/A,115.68,2.6,127.68,38.63,26.55,#N/A,#N/A,53.82,#N/A,67.17,212.3809296,197.22,69.16,25.28,61.31,54.16,28.9,79.68,66.75,#N/A,38.06,144.99,80.44,46.95,75.14,108.4,37.52,#N/A,83.58,32.62,49.07,177.06,31.65,81.9378916,67.63,26.35,158.01,80.28,82.08203251,#N/A,44.86,83.23,#N/A,78.86,134.5,73.91,#N/A,70.74,109.3,131.49,41.3,119.54,31.90932804,99.76,124.85,257.6,25.54,12.66,38.7725,43.25,#N/A,19.77,#N/A,14.4975,200.49,59.04,96.58,85.04,235.71,49.61,142.07,25.91,69,60.52169508,112.11,38.86,36.36,62.17,42.41,28.02,251.64,146.99,165.27,69.76,68.85020875,20.25,154.56,48.03,117.95,63.7782901,90.8,18.12,46.63,28.3,62.3067012,84.68,348.97,49.89,91.62,134.2,131.68,80.4,43.81,168.12,82.21,43.11,73.52,102.2997208,43.67,90.55,122.78,38.16,63.49,25.36,146.96,70.38,63.15,305.24,61.09,66.52,73.98,72.77,54.65,59.24,44.49,199.88,20.73333333,30.6,86.11,55.32,33.37,83.89,144.62,118,#N/A,55.36,#N/A,51,#N/A,63.25,69.52,51.44,137.9,99.5,123.72,176.89,72.75,#N/A,47.17,49.92,66.29,20.75259259,168.51,206.32,14.439375,60.5,#N/A,105.57,57.3,192.98,38.345,90.21,38.23,229.63,135.78,42.15,221.16,32.52,59.76,139.4275479,131.87,35.3,31.14,#N/A,65.77,177.7,18.42,10.88,#N/A,177,43.065,107.12,39.2125,41.07,82.24,106.13,133.75,#N/A,50.615,48.68,188.32,157.9,80.62,55.37,53.04,63.23,73.08,#N/A,51.06,109.45,119.33,153.39,13.635,171.19,47.81,30.43,74.1,92.08,14.6,64.03,334.17,99.46,123.61,67.31,65.2,80.5,157.81,57.63,20.17,#N/A,#N/A,96.72,54.96,54.03,61.53,28.91,103.08,86.1,226.56,36.35,158.72,52.19,45.205,#N/A,142.3,42.87,42.68,26.7,16.61733333,101.92,63.51,#N/A,#N/A,100.89,172.42,94.27,177.24,115.45,123.67,74.95,88.31,159,318.54,94.04,99.61,#N/A,195.69,147.42,108.69,96.32,#N/A,#N/A,3529.61,55.57,44.81333333,72.54,55.27,37.61,127.59,42.05,178.69,115.6,98.43,98.9,197.66,77.02,141.13,382.6,59.4505,116.19,104.88,129.28,21.95,23.70084952,92.8,86.03,89.74,153.84,275.11,81.6,64.01,30.82,109.47,39.24,56.02626211,58.39,148.55,191.63,4.98375,70.95,125.0833333,112.88,66.58,38.06,255.67,160.63,52.675,146.13,21.81,1784.75,132.58,65.56,110.65,203.63,42.23,32.865,53.6605,79.91,201.07,#N/A,67.6,226,41.06,144.79,28.7,92.27457405,25.58,104.39,104.41,33.71,228.01,#N/A,50.18,45.26,18.78,37.19333333,169.91,103.71,120.3534594,43.82,91.5,151.91,64.76,69.85,#N/A,93.7,5.859,164.3,42.65,99.23,28.9,17.37,31.355,26.65,#N/A,121.42,#N/A,43.14,64,#N/A,31.41,53.25,70.43,114.51,99.6,68.07,67.18,10.98,15.136,85.53,626.1,55.26362952,10.89875,#N/A,8.87,131.53,#N/A,240.08,29.679,54.82973222,#N/A,82.93,131.17,61.49268112,118.06,95.32,127.88,#N/A,131.73,49.43,133.75,33.51,#N/A,23.49,61.16,116.09,18.928,276,47.16099006,#N/A,152.91,#N/A,181.42,63.92159004,173.58,#N/A,129.93,56.74,42.93,#N/A,16.8,51.295,225,33.6,#N/A,73.84,21.36866667,508.97,29.43333333,21.51,#N/A,216.47,184.34,#N/A,#N/A,16.43,#N/A,99.56,108.93,224.62,#N/A,49.09,67.99,13.375,41.35,103.4,71.77,#N/A,112.66,446.92,69.1,78
01/03/2018,2713.06,112.26,99.55,52.43,151.0233333,26.993,297.8,#N/A,157.28,108.06,128.51,45.44,99.95,112.28,194.96,85.86,86.7,102.43,86.86311907,21.37,189.01,118.5,151.3839424,140.56,78.59,172.49,53.53094964,197.0043523,88.45,29.8,34.79920779,90.54,28.4173164,132.4,76.69949112,91.4,33.15,39.17,45.26,42.82,86.35,93.99,205.96,18.96,74.59,60.16,70.48,87.04,57.34353728,14.7,58.92,44.115,166.41,2.15,123.58,49.4,210.98,39.78,117.25,95.55,749.43,#N/A,116.01,2.58,129.62,38.53,26.75,#N/A,#N/A,54.15,#N/A,68.25,214.4770506,199.79,68.4,25.56,61.36,54.552,29.03,80.85,66.9,#N/A,38.34,143.43,81.03,46.66,74.85,109.77,37.33,#N/A,82.79,33.42,50.01,179.01,31.3,83.0281513,67.17,26.53,158.73,77.19,82.74391929,#N/A,45.61,82.97,#N/A,81.64,135.37,76.16,#N/A,71.39,110.93,133.59,40.845,120.16,32.07807406,99.52,125.19,260.82,25.83,12.76,37.95,43.45,#N/A,19.47,#N/A,14.52,201.74,58.73,97.3,84.34,234.23,50.5,142.82,25.9,69,60.55514172,111.64,39.12,36,62.64,42.58,27.96,251.28,149.74,165.96,71.8,69.78114115,19.76,155.74,49.73,118.08,63.4780245,90.72,18,47.71,27.85,64.6033239,85.14,353.03,50.47,92.02,133.34,132.87,81.45,44,170.82,83.92,43.14,73.2,103.9359472,44.98,89.91,123.55,37.84,63.48,25.2,146.97,70.53,62.59,306.65,61.56,67.39,75,70.36,55.54,59.86666667,43.77,201.51,20.65777778,30.67,87.54,56.34,34.27,83.12,144.59,118.19,#N/A,55.33,#N/A,50.74,#N/A,62.75,71.33,51.52,138.4533333,99.62,123.4,175.19,73.39,#N/A,46.9,50.46,64.91,20.58074074,169.13,206.77,14.725,60.63,#N/A,108.43,57.63,196.52,37.655,90.47,38.96,245.12,136.54,42.75,223.48,33,60.12,140.0718527,134.29,35.61,32,#N/A,65.54,181.04,18.47,10.87,#N/A,180.34,43.0575,109.38,39.605,40.41,81.45,107.37,136.45,#N/A,50.735,49.27333333,190.58,158.79,79.71,56.06,53.98,62.86,72.79,#N/A,52.86,109.75,119.54,153.43,13.64,173.11,47.49,30.52,74.66,91.29,14.72,64.14,339.85,100.05,125.98,68.28,65.94,80.45,162.05,58.71,20.24,#N/A,#N/A,97.43,55.37,54.56,61.9,28.91,104.49,87.35,227.5,36.53,159.16,52.33,45.885,#N/A,143.42,43.49,43.17,27.05,16.92266667,101.98,63.84,#N/A,#N/A,100.98,171.62,95.35,177.79,115.49,126.41,75.51,87.14,156.76,321.21,94.39,99.44,#N/A,197.77,149.12,108.02,98.54,#N/A,#N/A,3562.83,57.07,44.86,72.91,54.83,37.1,129.62,42.93,180.19,113.39,99.93,99.25,200.55,77.01,141.68,393.78,60.21,116.34,101.64,129.35,22.235,23.88868046,93.29,87.06,89.49,154.55,270.22,81.53,63.89,30.38,110.9,39.55,56.55148382,58.09,151.42,193.24,5.31175,71.55,127.94,113.88,66.9,39.22,253.29,162.64,54.07,148.86,22.78,1824.16,134.04,65.94,110.31,200.94,42.72,33.6225,54.576,80.25,205.05,#N/A,69.32,229.15,42.19,147.11,28.81,91.9767769,25.88666667,104.26,105.29,33.91,229.39,#N/A,50.5,45.27,19.01666667,38.19666667,169.07,105.77,121.1877652,44.19,91.68,153.82,66.94,70.91,#N/A,94.25,6.18,162.52,42.51,99.51,28.88,17.4,31.56,26.41,#N/A,125.17,#N/A,43.15,63.92,#N/A,30.77,54.124,69.8,115.65,99.49,68.9,68.61,11.55,15.25,86.42,631.54,55.4537093,10.8475,#N/A,9.006,131.79,#N/A,242.54,30.75,54.68447507,#N/A,82.26,131.03,62.46743608,117.75,96.93,129.17,#N/A,132.91,49.11,133.25,33.33,#N/A,23.48,61.94,116.87,19.25,275.14,47.5437576,#N/A,152.01,#N/A,184.67,63.49238511,175.19,#N/A,129.32,55.69,42.85,#N/A,16.9,52.215,227.5,34.27,#N/A,76.75,21.15,514.34,29.46,21.97,#N/A,219.77,184.09,#N/A,#N/A,16.49,#N/A,101.71,108.47,231.2,#N/A,49.93,69.45,13.225,41.56,105.17,72.1,#N/A,113.69,448.98,68.32,77.17
